keynumber,comment_id,match_id,match_name,home_team,away_team,current_innings,innings_id,overs,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text
3199,119040,1273713,BAN v SCOT,BAN,SCOT,SCOT,1,20,4,1,"Mustafizur Rahman to Wheal, 1 run",0,0,0,807535,Brad Wheal,1,1,330902,Mustafizur Rahman,3.4,1,24,2,414970,Safyaan Sharif,0,0,629070,Mohammad Saifuddin,4,0,30,1,0,,,,,,0,poor hat-trick ball. Half-volley well outside leg stump flicked to deep square leg.
3200,119050,1273713,BAN v SCOT,BAN,SCOT,SCOT,1,20,5,6,"Mustafizur Rahman to Sharif, SIX",1,0,0,414970,Safyaan Sharif,6,1,330902,Mustafizur Rahman,3.5,1,30,2,807535,Brad Wheal,1,1,629070,Mohammad Saifuddin,4,0,30,1,0,,,,,,0,thigh high full toss lands in the 15th row over deep square leg! The Fiz goes for the slower yorker but misfires badly and Sharif flicks this deep into the temporary grandstand.
3201,119060,1273713,BAN v SCOT,BAN,SCOT,SCOT,1,20,6,2,"Mustafizur Rahman to Sharif, 2 runs",0,0,0,414970,Safyaan Sharif,8,2,330902,Mustafizur Rahman,4,1,32,2,807535,Brad Wheal,1,1,629070,Mohammad Saifuddin,4,0,30,1,0,,,,,,0,"yorker on middle, Sharif digs it out to long-on and they take on a sharp second just making it in the end."
3202,210,1273713,BAN v SCOT,BAN,SCOT,BAN,2,1,1,1,"Wheal to Liton Das, 1 run",0,0,0,536936,Liton Das,1,1,807535,Brad Wheal,0.1,0,1,0,436677,Soumya Sarkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"length ball, straightens in the fourth-stump channel. Liton is half-forward to defend, and gets a thick outside edge down to deep third"
3203,220,1273713,BAN v SCOT,BAN,SCOT,BAN,2,1,2,4,"Wheal to Soumya Sarkar, FOUR",1,0,0,436677,Soumya Sarkar,4,1,807535,Brad Wheal,0.2,0,5,0,536936,Liton Das,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"wow, what a way to begin. On the fuller side of a good length, a bit of swing straightening in towards off stump, and Soumya takes a step forward and picks it up with the swing to hit it over midwicket, one bounce over the rope"
3204,230,1273713,BAN v SCOT,BAN,SCOT,BAN,2,1,3,0,"Wheal to Soumya Sarkar, no run",0,0,0,436677,Soumya Sarkar,4,2,807535,Brad Wheal,0.3,0,5,0,536936,Liton Das,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"back of a length outside off, chopped towards point"
3205,240,1273713,BAN v SCOT,BAN,SCOT,BAN,2,1,4,1,"Wheal to Soumya Sarkar, 1 run",0,0,0,436677,Soumya Sarkar,5,3,807535,Brad Wheal,0.4,0,6,0,536936,Liton Das,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"length ball straightening towards off stump, presses forward and dabs to the right of extra-cover"
3206,250,1273713,BAN v SCOT,BAN,SCOT,BAN,2,1,5,1,"Wheal to Liton Das, 1 run",0,0,0,536936,Liton Das,2,2,807535,Brad Wheal,0.5,0,7,0,436677,Soumya Sarkar,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"full, angling down leg, clipped to deep square leg. The bowler gets away there, because Liton could have put that away past short fine had he waited an instant longer"
3207,260,1273713,BAN v SCOT,BAN,SCOT,BAN,2,1,6,0,"Wheal to Soumya Sarkar, no run",0,0,0,436677,Soumya Sarkar,5,4,807535,Brad Wheal,1,0,7,0,536936,Liton Das,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"back of a length, angling across to off stump, defended back to the bowler"
3208,21010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,2,1,0,"Davey to Liton Das, no run",0,0,0,536936,Liton Das,2,3,407265,Josh Davey,0.1,0,0,0,436677,Soumya Sarkar,5,4,807535,Brad Wheal,1,0,7,0,0,,,,,,0,"ooh, big away movement from an off-stump line. Liton looks to get forward to defend, and it zips away past his outside edge. Movement off the deck rather than in the air"
3209,21020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,2,2,1,"Davey to Liton Das, 1 run",0,0,0,536936,Liton Das,3,4,407265,Josh Davey,0.2,0,1,0,436677,Soumya Sarkar,5,4,807535,Brad Wheal,1,0,7,0,0,,,,,,0,"full, angling into middle and leg, clipped to deep square leg"
3210,21030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,2,3,0,"Davey to Soumya Sarkar, OUT",0,0,0,436677,Soumya Sarkar,5,5,407265,Josh Davey,0.3,0,1,1,536936,Liton Das,3,4,807535,Brad Wheal,1,0,7,0,436677,Soumya Sarkar,Josh Davey,5,5,Soumya Sarkar c Munsey b Davey 5 (7m 5b 1x4 0x6) SR: 100.00,0,"he found the boundary with this shot in the previous over, but now he tries the same shot with deep midwicket back. Not the greatest shot from Soumya, you'd have to say. Fullish, angling into off stump, and he looks to whip it away in the air. Not sure why he'd play that shot with the man back for it"
3211,21040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,2,4,1,"Davey to Liton Das, 1 run",0,0,0,536936,Liton Das,4,5,407265,Josh Davey,0.4,0,2,1,56143,Shakib Al Hasan,0,0,807535,Brad Wheal,1,0,7,0,0,,,,,,0,"back of a length on off stump, stays leg side of the ball and dabs to the right of backward point"
3212,21050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,2,5,0,"Davey to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,0,1,407265,Josh Davey,0.5,0,2,1,536936,Liton Das,4,5,807535,Brad Wheal,1,0,7,0,0,,,,,,0,"length ball angling in towards off stump, clipped towards short midwicket"
3213,21060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,2,6,1,"Davey to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,1,2,407265,Josh Davey,1,0,3,1,536936,Liton Das,4,5,807535,Brad Wheal,1,0,7,0,0,,,,,,0,"fullish, angling in towards off stump, gets forward for a push to the right of mid-off"
3214,22010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,3,1,1,"Sharif to Shakib Al Hasan, 1 leg bye",0,0,0,56143,Shakib Al Hasan,1,3,414970,Safyaan Sharif,0.1,0,0,0,536936,Liton Das,4,5,407265,Josh Davey,1,0,3,1,0,,,,,,0,"length ball finishing around leg stump, misses the flick and he gets a bit of pad on it into the backward square leg region"
3215,22020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,3,2,1,"Sharif to Liton Das, 1 run",0,0,0,536936,Liton Das,5,6,414970,Safyaan Sharif,0.2,0,1,0,56143,Shakib Al Hasan,1,3,407265,Josh Davey,1,0,3,1,0,,,,,,0,"back of a length outside off, chopped down to deep third"
3216,22030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,3,3,0,"Sharif to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,1,4,414970,Safyaan Sharif,0.3,0,1,0,536936,Liton Das,5,6,407265,Josh Davey,1,0,3,1,0,,,,,,0,"length ball angling across to off stump, stays on the back foot and dabs to backward point"
3217,22040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,3,4,4,"Sharif to Shakib Al Hasan, FOUR",1,0,0,56143,Shakib Al Hasan,5,5,414970,Safyaan Sharif,0.4,0,5,0,536936,Liton Das,5,6,407265,Josh Davey,1,0,3,1,0,,,,,,0,"back of a length on leg stump, and that's cleverly done. Big gap between short fine leg and deep square leg, and Shakib shuffles across to help it away into that gap"
3218,22050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,3,5,0,"Sharif to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,5,6,414970,Safyaan Sharif,0.5,0,5,0,536936,Liton Das,5,6,407265,Josh Davey,1,0,3,1,0,,,,,,0,"down the track now, stepping away from the stumps to make room, and Sharif follows him with a back-of-a-length ball that skids under the attempted pull and doesn't miss leg stump by much"
3219,22060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,3,6,1,"Sharif to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,6,7,414970,Safyaan Sharif,1,0,6,0,536936,Liton Das,5,6,407265,Josh Davey,1,0,3,1,0,,,,,,0,"back of a length, straightens late into Shakib to cramp him as he tries to make room to cut. Ends up bottom-edging into the square leg region"
3220,23010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,4,1,0,"Wheal to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,6,8,807535,Brad Wheal,1.1,0,7,0,536936,Liton Das,5,6,414970,Safyaan Sharif,1,0,6,0,0,,,,,,0,"shortish, slanting away as Shakib attempts to make room, and he ends up having to reach for the ball. Slapped to cover point"
3221,23020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,4,2,1,"Wheal to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,7,9,807535,Brad Wheal,1.2,0,8,0,536936,Liton Das,5,6,414970,Safyaan Sharif,1,0,6,0,0,,,,,,0,"short on leg stump, cramped for room on the pull as he plays it along the ground to deep square leg"
3222,23030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,4,3,0,"Wheal to Liton Das, OUT",0,0,0,536936,Liton Das,5,7,807535,Brad Wheal,1.3,0,8,1,56143,Shakib Al Hasan,7,9,414970,Safyaan Sharif,1,0,6,0,536936,Liton Das,Brad Wheal,5,7,Liton Das c Munsey b Wheal 5 (18m 7b 0x4 0x6) SR: 71.42,0,"down the track, and Bangladesh are two down! Wheal sees Liton coming and bowls a slower one angling into him to deny him room to free his arms. Looks to hit it straight, doesn't get the power or elevation he wants, and Munsey takes a good catch at mid-off, tumbling to his right"
3223,23040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,4,4,0,"Wheal to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,0,1,807535,Brad Wheal,1.4,0,8,1,56143,Shakib Al Hasan,7,9,414970,Safyaan Sharif,1,0,6,0,0,,,,,,0,"loud appeal for lbw as this length ball nips in from outside off but Mushfiqur, pressing forward, has got a thick inside edge into his back pad while looking to defend it"
3224,23050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,4,5,1,"Wheal to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,1,2,807535,Brad Wheal,1.5,0,9,1,56143,Shakib Al Hasan,7,9,414970,Safyaan Sharif,1,0,6,0,0,,,,,,0,"back of a length, angling into middle and leg, tucked away to deep square leg"
3225,23060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,4,6,0,"Wheal to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,7,10,807535,Brad Wheal,2,0,9,1,56029,Mushfiqur Rahim,1,2,414970,Safyaan Sharif,1,0,6,0,0,,,,,,0,"full on middle and leg, whipped firmly and Coetze dives right at midwicket to stop it"
3226,24010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,5,1,0,"Davey to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,1,3,407265,Josh Davey,1.1,0,3,1,56143,Shakib Al Hasan,7,10,807535,Brad Wheal,2,0,9,1,0,,,,,,0,"another big lbw appeal as Mushfiqur presses half-forward to defend, and the ball nips back to beat his inside edge. Was height an issue? Not given on the field, and <b>Scotland have reviewed.</b> Misses his inside edge, and hits him on the back thigh. Impact is in front of middle stump, and the ball is going on to clip the top of the leg bail, according to HawkEye, so it stays with the umpire"
3227,24020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,5,2,1,"Davey to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,2,4,407265,Josh Davey,1.2,0,4,1,56143,Shakib Al Hasan,7,10,807535,Brad Wheal,2,0,9,1,0,,,,,,0,"full, angling into middle and leg, clipped to deep square leg"
3228,24030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,5,3,1,"Davey to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,8,11,407265,Josh Davey,1.3,0,5,1,56029,Mushfiqur Rahim,2,4,807535,Brad Wheal,2,0,9,1,0,,,,,,0,"length ball angling in towards off stump, gets on the front foot and clips it into the forward square leg region"
3229,24040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,5,4,0,"Davey to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,2,5,407265,Josh Davey,1.4,0,5,1,56143,Shakib Al Hasan,8,11,807535,Brad Wheal,2,0,9,1,0,,,,,,0,"fullish, angling in to finish close to off stump, presses forward and defends with soft hands towards backward point"
3230,24050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,5,5,1,"Davey to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,3,6,407265,Josh Davey,1.5,0,6,1,56143,Shakib Al Hasan,8,11,807535,Brad Wheal,2,0,9,1,0,,,,,,0,"fullish, angling into middle and leg, clipped to the right of midwicket. Played around his front pad there"
3231,24060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,5,6,0,"Davey to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,8,12,407265,Josh Davey,2,0,6,1,56029,Mushfiqur Rahim,3,6,807535,Brad Wheal,2,0,9,1,0,,,,,,0,"length ball, angling into off stump from around the wicket, and maybe it nips back a little too. Shakib is on the front foot, looking for a push into the off side for one, and he gets a thick inside edge to short fine leg"
3232,25020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,1,1,"Sharif to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,4,7,414970,Safyaan Sharif,1.1,0,8,0,56143,Shakib Al Hasan,8,12,407265,Josh Davey,2,0,6,1,0,,,,,,0,"back of a length close to off stump, lets it come and drops it with soft hands into the off side, and they pick up a quick single by the time the bowler sprints through in his follow-through to pick up the ball, slipping as he does so"
3233,25010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,1,1,"Sharif to Mushfiqur Rahim, 1 wide",0,1,0,56029,Mushfiqur Rahim,3,6,414970,Safyaan Sharif,1,0,7,0,56143,Shakib Al Hasan,8,12,407265,Josh Davey,2,0,6,1,0,,,,,,0,"back of a length, angling down leg, past the attempted flick"
3234,25030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,2,0,"Sharif to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,8,13,414970,Safyaan Sharif,1.2,0,8,0,56029,Mushfiqur Rahim,4,7,407265,Josh Davey,2,0,6,1,0,,,,,,0,"lbw appeal, but that definitely pitched outside leg. Was looking to step across and work a length ball fine. Wait, what? <b>Scotland have reviewed.</b> There's no way that ball has pitched in line with the stumps. Yes, ball-tracking confirms it. Pitched a good foot outside leg stump"
3235,25040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,3,1,"Sharif to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,9,14,414970,Safyaan Sharif,1.3,0,9,0,56029,Mushfiqur Rahim,4,7,407265,Josh Davey,2,0,6,1,0,,,,,,0,"back of a length at the pads, tucked away to deep square leg"
3236,25050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,4,0,"Sharif to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,4,8,414970,Safyaan Sharif,1.4,0,9,0,56143,Shakib Al Hasan,9,14,407265,Josh Davey,2,0,6,1,0,,,,,,0,"back of a length, angling in towards off stump, defended back towards the bowler"
3237,25060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,5,0,"Sharif to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,4,9,414970,Safyaan Sharif,1.5,0,9,0,56143,Shakib Al Hasan,9,14,407265,Josh Davey,2,0,6,1,0,,,,,,0,"full, angling into the stumps, shuffles across to clip to midwicket"
3238,25070,1273713,BAN v SCOT,BAN,SCOT,BAN,2,6,6,0,"Sharif to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,4,10,414970,Safyaan Sharif,2,0,9,0,56143,Shakib Al Hasan,9,14,407265,Josh Davey,2,0,6,1,0,,,,,,0,"length ball angling into middle and leg, stays on the back foot and clips to short fine leg"
3239,26010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,7,1,1,"Leask to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,10,15,414966,Michael Leask,0.1,0,1,0,56029,Mushfiqur Rahim,4,10,414970,Safyaan Sharif,2,0,9,0,0,,,,,,0,"full-toss dipping towards off stump, whipped to deep square leg"
3240,26020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,7,2,0,"Leask to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,4,11,414966,Michael Leask,0.2,0,1,0,56143,Shakib Al Hasan,10,15,414970,Safyaan Sharif,2,0,9,0,0,,,,,,0,"back of a length, straightening towards middle stump, cramps Mushfiq as he looks to punch into the covers. Is forced to jam his bat down and defend"
3241,26030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,7,3,1,"Leask to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,5,12,414966,Michael Leask,0.3,0,2,0,56143,Shakib Al Hasan,10,15,414970,Safyaan Sharif,2,0,9,0,0,,,,,,0,"tossed up outside off, driven to long-off"
3242,26040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,7,4,1,"Leask to Shakib Al Hasan, 1 leg bye",0,0,0,56143,Shakib Al Hasan,10,16,414966,Michael Leask,0.4,0,2,0,56029,Mushfiqur Rahim,5,12,414970,Safyaan Sharif,2,0,9,0,0,,,,,,0,"fired down leg, misses the flick but gets a touch of pad on it down to short fine leg"
3243,26050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,7,5,0,"Leask to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,5,13,414966,Michael Leask,0.5,0,2,0,56143,Shakib Al Hasan,10,16,414970,Safyaan Sharif,2,0,9,0,0,,,,,,0,"shortish, slanting away into a wide-ish line, but the ball skids through quick and beats the attempted cut, goes under his bat"
3244,26060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,7,6,0,"Leask to Mushfiqur Rahim, no run",0,0,0,56029,Mushfiqur Rahim,5,14,414966,Michael Leask,1,0,2,0,56143,Shakib Al Hasan,10,16,414970,Safyaan Sharif,2,0,9,0,0,,,,,,0,"fuller now, on the stumps, clipped back to the bowler"
3245,27010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,8,1,1,"Watt to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,11,17,659081,Mark Watt,0.1,0,1,0,56029,Mushfiqur Rahim,5,14,414966,Michael Leask,1,0,2,0,0,,,,,,0,"back of a length, spinning in from outside off, punched down to long-on"
3246,27020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,8,2,1,"Watt to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,6,15,659081,Mark Watt,0.2,0,2,0,56143,Shakib Al Hasan,11,17,414966,Michael Leask,1,0,2,0,0,,,,,,0,"wide of the crease, angles a back-of-a-length ball in towards off stump, makes room and chops it to the left of backward point, who makes a diving stop and saves at least a couple of runs"
3247,27030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,8,3,1,"Watt to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,12,18,659081,Mark Watt,0.3,0,3,0,56029,Mushfiqur Rahim,6,15,414966,Michael Leask,1,0,2,0,0,,,,,,0,sees Shakib step out and fires it at his feet. Whipped down to long-on
3248,27040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,8,4,1,"Watt to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,7,16,659081,Mark Watt,0.4,0,4,0,56143,Shakib Al Hasan,12,18,414966,Michael Leask,1,0,2,0,0,,,,,,0,makes room to drive a length ball from middle stump down to long-off
3249,27050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,8,5,1,"Watt to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,13,19,659081,Mark Watt,0.5,0,5,0,56029,Mushfiqur Rahim,7,16,414966,Michael Leask,1,0,2,0,0,,,,,,0,"looks to make room and Watt fires it flat at the stumps. Swiped down to long-on, off the inside half of the bat, no timing at all"
3250,27060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,8,6,1,"Watt to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,8,17,659081,Mark Watt,1,0,6,0,56143,Shakib Al Hasan,13,19,414966,Michael Leask,1,0,2,0,0,,,,,,0,"full, close to off stump, opens his bat face to squeeze it out to deep point"
3251,28010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,9,1,1,"Leask to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,9,18,414966,Michael Leask,1.1,0,3,0,56143,Shakib Al Hasan,13,19,659081,Mark Watt,1,0,6,0,0,,,,,,0,"drops it short, and he rocks back to pull to deep midwicket"
3252,28020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,9,2,1,"Leask to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,14,20,414966,Michael Leask,1.2,0,4,0,56029,Mushfiqur Rahim,9,18,659081,Mark Watt,1,0,6,0,0,,,,,,0,looks to make room and Leask bowls it flat and full on the stumps. Plays a flat-bat swipe down to long-on
3253,28030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,9,3,2,"Leask to Mushfiqur Rahim, 2 runs",0,0,0,56029,Mushfiqur Rahim,11,19,414966,Michael Leask,1.3,0,6,0,56143,Shakib Al Hasan,14,20,659081,Mark Watt,1,0,6,0,0,,,,,,0,"shot. Steps across and lap-sweeps a quickish length ball on leg stump, to the right of the man at short fine leg. He does very well to sprint across and throw himself to his right to half-stop it at first, and then chase back and pull it in"
3254,28040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,9,4,6,"Leask to Mushfiqur Rahim, SIX",1,0,0,56029,Mushfiqur Rahim,17,20,414966,Michael Leask,1.4,0,12,0,56143,Shakib Al Hasan,14,20,659081,Mark Watt,1,0,6,0,0,,,,,,0,"bang. He loves the sweep, and he picks his line well. Length ball on leg stump, and he's quickly down on one knee to swat it over the boundary to the right of deep backward square leg"
3255,28050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,9,5,6,"Leask to Mushfiqur Rahim, SIX",1,0,0,56029,Mushfiqur Rahim,23,21,414966,Michael Leask,1.5,0,18,0,56143,Shakib Al Hasan,14,20,659081,Mark Watt,1,0,6,0,0,,,,,,0,"and another! Leask floats this one across, outside off, and Mushfiq loves sweeping from that line too. This one's the slog-sweep, and he easily clears the midwicket boundary"
3256,28060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,9,6,2,"Leask to Mushfiqur Rahim, 2 runs",0,0,0,56029,Mushfiqur Rahim,25,22,414966,Michael Leask,2,0,20,0,56143,Shakib Al Hasan,14,20,659081,Mark Watt,1,0,6,0,0,,,,,,0,"back of a length, angling across to straighten towards off stump, goes back and uses his wrists to clip it towards long-on. They chance a second run as the fielder runs in from the boundary, and a direct hit at the bowler's end would have sent back Shakib. Or even the bowler being in the right place next to the stumps"
3257,29010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,10,1,1,"Watt to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,15,21,659081,Mark Watt,1.1,0,7,0,56029,Mushfiqur Rahim,25,22,414966,Michael Leask,2,0,20,0,0,,,,,,0,"flat, back of a length on off stump, flat-batted down to long-on"
3258,29020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,10,2,2,"Watt to Mushfiqur Rahim, 2 runs",0,0,0,56029,Mushfiqur Rahim,27,23,659081,Mark Watt,1.2,0,9,0,56143,Shakib Al Hasan,15,21,414966,Michael Leask,2,0,20,0,0,,,,,,0,"back of a length, straightening just outside off, chopped away to the right of the diving fielder at point, and the man at backward point sprints towards the rope to keep it down to two"
3259,29030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,10,3,1,"Watt to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,28,24,659081,Mark Watt,1.3,0,10,0,56143,Shakib Al Hasan,15,21,414966,Michael Leask,2,0,20,0,0,,,,,,0,"full, angling in towards off stump, whipped to long-on"
3260,29040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,10,4,1,"Watt to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,16,22,659081,Mark Watt,1.4,0,11,0,56029,Mushfiqur Rahim,28,24,414966,Michael Leask,2,0,20,0,0,,,,,,0,"sees Shakib looking to make room and bowls a flat one on leg stump. Slaps it towards extra-cover, where Coetzer misfields to allow the single"
3261,29050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,10,5,1,"Watt to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,29,25,659081,Mark Watt,1.5,0,12,0,56143,Shakib Al Hasan,16,22,414966,Michael Leask,2,0,20,0,0,,,,,,0,"shortish, offers a bit of width, and it's cut away crisply but point gets a hand to the ball while diving to his right and he slows it down, so the man at sweeper cover can cut it off"
3262,29060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,10,6,1,"Watt to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,17,23,659081,Mark Watt,2,0,13,0,56029,Mushfiqur Rahim,29,25,414966,Michael Leask,2,0,20,0,0,,,,,,0,"back of a length outside off, swiped down to long-on"
3263,210010,1273713,BAN v SCOT,BAN,SCOT,BAN,2,11,1,1,"Davey to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,18,24,407265,Josh Davey,2.1,0,7,1,56029,Mushfiqur Rahim,29,25,659081,Mark Watt,2,0,13,0,0,,,,,,0,"short and wide at 113 kph, slapped to the cover sweeper."
3264,210020,1273713,BAN v SCOT,BAN,SCOT,BAN,2,11,2,1,"Davey to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,30,26,407265,Josh Davey,2.2,0,8,1,56143,Shakib Al Hasan,18,24,659081,Mark Watt,2,0,13,0,0,,,,,,0,"back of a length on fifth stump, Mushfiqur opens the face to run this to deep third man for one."
3265,210030,1273713,BAN v SCOT,BAN,SCOT,BAN,2,11,3,1,"Davey to Shakib Al Hasan, 1 run",0,0,0,56143,Shakib Al Hasan,19,25,407265,Josh Davey,2.3,0,9,1,56029,Mushfiqur Rahim,30,26,659081,Mark Watt,2,0,13,0,0,,,,,,0,"slower ball on the stumps, Shakib keeps his hands back long enough to flick this to deep backward square for a very long single. They wanted two but a good relay denied it."
3266,210040,1273713,BAN v SCOT,BAN,SCOT,BAN,2,11,4,1,"Davey to Mushfiqur Rahim, 1 run",0,0,0,56029,Mushfiqur Rahim,31,27,407265,Josh Davey,2.4,0,10,1,56143,Shakib Al Hasan,19,25,659081,Mark Watt,2,0,13,0,0,,,,,,0,"short and wide at full pace, Mushfiqur pulls this 123 kph delivery over midwicket for one."
3267,210060,1273713,BAN v SCOT,BAN,SCOT,BAN,2,11,5,0,"Davey to Shakib Al Hasan, no run",0,0,0,56143,Shakib Al Hasan,19,26,407265,Josh Davey,2.5,0,11,1,56029,Mushfiqur Rahim,31,27,659081,Mark Watt,2,0,13,0,0,,,,,,0,"slower wide bouncer, Shakib way out in front with a pull and fans on it."
3268,210050,1273713,BAN v SCOT,BAN,SCOT,BAN,2,11,5,1,"Davey to Shakib Al Hasan, 1 wide",0,1,0,56143,Shakib Al Hasan,19,25,407265,Josh Davey,2.4,0,11,1,56029,Mushfiqur Rahim,31,27,659081,Mark Watt,2,0,13,0,0,,,,,,0,Shakib charges and Davey tries to counter with a wide yorker but sprays it off the pitched. Wide called.
